"","age","sex","vote_Liberal","education","has_religion","religion_importance","income_family","employment","born_canada","province"
"2492",61,"Male",1,"College","Yes","Very important","$125,000 and more","employement","born in Canada","Manitoba"
"2494",78,"Male",0,"High school","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Quebec"
"2499",72,"Male",0,"University","Yes","Somewhat important","$75,000 to $99,999","unemployement","born outside canada","Saskatchewan"
"2501",73,"Male",1,"Above bachelor","Yes","Not very important","$100,000 to $ 124,999","unemployement","born in Canada","British Columbia"
"2511",30,"Female",0,"Less than high school","No","Not very important","$25,000 to $49,999","unemployement","born in Canada","New Brunswick"
"2513",54,"Female",0,"Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2514",35,"Male",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2516",69,"Male",1,"University","Yes","Not important at all","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"2517",22,"Male",0,"College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born outside canada","Manitoba"
"2518",65,"Male",0,"Trade diploma","Yes","Very important","$125,000 and more","employement","born outside canada","Ontario"
"2520",52,"Female",0,"Above bachelor","Yes","Not very important","$125,000 and more","unemployement","born in Canada","British Columbia"
"2526",59,"Female",0,"High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec"
"2528",33,"Male",0,"Trade diploma","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Ontario"
"2538",49,"Female",0,"Above bachelor","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","British Columbia"
"2542",60,"Female",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"2546",55,"Male",0,"University","Yes","Very important","$100,000 to $ 124,999","employement","born outside canada","Saskatchewan"
"2554",47,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2569",63,"Male",0,"College","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"2571",57,"Female",0,"College","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"2580",29,"Female",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"2592",69,"Male",0,"College","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"2593",58,"Female",0,"College","Yes","Somewhat important","$125,000 and more","employement","born outside canada","Manitoba"
"2598",69,"Male",1,"College","Yes","Very important","$100,000 to $ 124,999","employement","born outside canada","Manitoba"
"2601",80,"Male",0,"Bachelor degree","Yes","Very important","$100,000 to $ 124,999","unemployement","born outside canada","Alberta"
"2604",46,"Male",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Alberta"
"2605",66,"Female",0,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born outside canada","Alberta"
"2608",78,"Female",1,"Above bachelor","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","British Columbia"
"2611",67,"Male",1,"High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec"
"2614",40,"Male",0,"Trade diploma","Yes","Not very important","$125,000 and more","employement","born in Canada","Ontario"
"2615",44,"Male",0,"Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2616",42,"Female",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"2632",65,"Female",0,"Trade diploma","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Ontario"
"2639",22,"Male",0,"High school","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Quebec"
"2640",20,"Male",1,"High school","Yes","Not very important","$25,000 to $49,999","employement","born in Canada","Quebec"
"2646",21,"Male",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2648",63,"Male",0,"University","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Saskatchewan"
"2652",37,"Male",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2657",49,"Male",1,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta"
"2661",49,"Male",1,"College","Yes","Very important","$75,000 to $99,999","employement","born outside canada","Manitoba"
"2672",33,"Male",0,"College","Yes","Not important at all","$25,000 to $49,999","employement","born in Canada","Manitoba"
"2674",46,"Male",0,"Bachelor degree","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2679",63,"Male",1,"High school","Yes","Very important","$125,000 and more","employement","born in Canada","Quebec"
"2680",68,"Female",1,"Above bachelor","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","British Columbia"
"2684",57,"Male",1,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born in Canada","Alberta"
"2690",42,"Male",0,"High school","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Quebec"
"2696",24,"Female",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Alberta"
"2699",38,"Male",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"2706",41,"Female",1,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"2710",59,"Female",0,"Trade diploma","Yes","Very important","$50,000 to $74,999","employement","born in Canada","Ontario"
"2711",62,"Male",0,"Trade diploma","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Ontario"
"2716",32,"Female",1,"Above bachelor","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","British Columbia"
"2717",29,"Male",1,"Above bachelor","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","British Columbia"
"2725",72,"Female",1,"University","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"2727",58,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2729",39,"Male",0,"College","Yes","Not important at all","$125,000 and more","employement","born in Canada","Manitoba"
"2735",62,"Male",1,"Bachelor degree","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Alberta"
"2738",23,"Male",0,"Bachelor degree","Yes","Not very important","Less than $25,000","employement","born in Canada","Alberta"
"2741",61,"Female",0,"Above bachelor","Yes","Very important","$75,000 to $99,999","employement","born in Canada","British Columbia"
"2743",62,"Male",0,"University","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Saskatchewan"
"2745",54,"Female",0,"University","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"2751",66,"Female",0,"Bachelor degree","Yes","Very important","Less than $25,000","unemployement","born outside canada","Alberta"
"2756",74,"Male",0,"University","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Saskatchewan"
"2762",73,"Male",1,"High school","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Quebec"
"2770",52,"Male",0,"Less than high school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","New Brunswick"
"2772",27,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2773",33,"Male",0,"College","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"2774",32,"Male",0,"University","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Saskatchewan"
"2776",60,"Female",1,"Less than high school","Yes","Not very important","Less than $25,000","unemployement","born outside canada","New Brunswick"
"2777",37,"Male",0,"College","Yes","Somewhat important","$75,000 to $99,999","employement","born outside canada","Manitoba"
"2779",37,"Female",0,"College","Yes","Very important","$75,000 to $99,999","employement","born in Canada","Manitoba"
"2783",26,"Female",0,"Trade diploma","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Ontario"
"2784",52,"Female",1,"College","Yes","Somewhat important","$100,000 to $ 124,999","employement","born outside canada","Manitoba"
"2789",67,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"2793",59,"Male",0,"College","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Manitoba"
"2794",32,"Female",0,"College","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Manitoba"
"2795",63,"Female",0,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"2796",45,"Male",0,"High school","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Quebec"
"2798",64,"Male",0,"High school","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Quebec"
"2800",56,"Female",1,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2801",51,"Female",1,"High school","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Quebec"
"2805",24,"Male",1,"University","Yes","Somewhat important","Less than $25,000","unemployement","born outside canada","Saskatchewan"
"2807",50,"Male",1,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Manitoba"
"2808",23,"Male",0,"College","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Manitoba"
"2809",62,"Female",1,"Bachelor degree","Yes","Very important","$100,000 to $ 124,999","unemployement","born outside canada","Alberta"
"2811",54,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2813",41,"Male",1,"Above bachelor","Yes","Not very important","$125,000 and more","employement","born in Canada","British Columbia"
"2820",63,"Male",1,"College","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"2825",52,"Female",1,"University","Yes","Not very important","$125,000 and more","employement","born in Canada","Saskatchewan"
"2826",88,"Female",0,"High school","Yes","Very important","Less than $25,000","unemployement","born in Canada","Quebec"
"2827",45,"Female",1,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2829",61,"Male",0,"Above bachelor","Yes","Not important at all","$125,000 and more","employement","born in Canada","British Columbia"
"2830",34,"Male",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario"
"2831",58,"Male",0,"Less than high school","Yes","Very important","$25,000 to $49,999","employement","born in Canada","New Brunswick"
"2832",64,"Male",1,"Above bachelor","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","British Columbia"
"2835",80,"Female",1,"Less than high school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","New Brunswick"
"2837",62,"Male",0,"College","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Manitoba"
"2840",46,"Male",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario"
"2841",67,"Male",0,"College","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"2842",64,"Male",0,"Bachelor degree","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Alberta"
"2844",33,"Female",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"2845",31,"Male",1,"Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2846",55,"Male",1,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"2850",49,"Male",0,"College","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"2852",41,"Male",0,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"2853",70,"Male",0,"Above bachelor","Yes","Not very important","Less than $25,000","unemployement","born in Canada","British Columbia"
"2857",77,"Male",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"2862",25,"Female",0,"High school","Yes","Not very important","Less than $25,000","unemployement","born in Canada","Quebec"
"2865",55,"Male",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2866",66,"Male",0,"Bachelor degree","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"2867",63,"Male",0,"College","Yes","Not very important","Less than $25,000","unemployement","born in Canada","Manitoba"
"2868",53,"Male",0,"University","Yes","Very important","Less than $25,000","employement","born in Canada","Saskatchewan"
"2869",57,"Female",1,"High school","Yes","Somewhat important","Less than $25,000","employement","born outside canada","Quebec"
"2873",45,"Female",0,"College","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"2874",42,"Female",0,"Above bachelor","Yes","Very important","$100,000 to $ 124,999","employement","born outside canada","British Columbia"
"2875",46,"Male",1,"Bachelor degree","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2880",39,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born in Canada","Alberta"
"2881",42,"Female",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"2883",46,"Male",0,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"2885",58,"Male",1,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2890",59,"Female",1,"College","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Manitoba"
"2898",46,"Female",0,"High school","Yes","Not very important","$50,000 to $74,999","unemployement","born in Canada","Quebec"
"2899",58,"Female",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"2901",55,"Female",0,"Trade diploma","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Ontario"
"2905",59,"Male",0,"High school","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Quebec"
"2906",35,"Male",1,"Above bachelor","Yes","Very important","$100,000 to $ 124,999","employement","born outside canada","British Columbia"
"2907",53,"Male",0,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"2912",44,"Male",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"2914",53,"Female",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","unemployement","born outside canada","Ontario"
"2918",63,"Male",0,"University","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Saskatchewan"
"2921",27,"Male",0,"High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Quebec"
"2923",49,"Male",0,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","British Columbia"
"2929",64,"Female",1,"College","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"2930",57,"Female",1,"College","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"2941",32,"Male",0,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"2944",70,"Female",1,"High school","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Quebec"
"2945",47,"Male",1,"University","Yes","Very important","$125,000 and more","unemployement","born in Canada","Saskatchewan"
"2946",54,"Female",1,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"2947",49,"Male",1,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Manitoba"
"2949",48,"Male",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"2950",46,"Male",0,"College","Yes","Not very important","$125,000 and more","employement","born outside canada","Manitoba"
"2952",60,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"2956",63,"Female",1,"Bachelor degree","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Alberta"
"2957",64,"Female",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"2958",60,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Alberta"
"2960",23,"Female",1,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta"
"2963",25,"Female",0,"Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"2965",29,"Female",0,"College","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"2967",58,"Male",1,"College","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"2968",41,"Female",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario"
"2970",57,"Female",1,"High school","Yes","Somewhat important","$75,000 to $99,999","employement","born outside canada","Quebec"
"2972",60,"Female",0,"College","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"2979",64,"Female",0,"Trade diploma","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Ontario"
"2981",23,"Male",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Alberta"
"2983",67,"Female",1,"College","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"2989",64,"Male",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario"
"2993",54,"Male",0,"Less than high school","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Prince Edward Island"
"2999",31,"Female",0,"College","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Manitoba"
"3004",62,"Male",0,"High school","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Quebec"
"3009",43,"Male",0,"High school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3010",21,"Male",0,"University","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"3011",51,"Female",1,"College","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3012",45,"Female",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"3013",23,"Female",0,"Bachelor degree","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3018",43,"Female",1,"Bachelor degree","Yes","Not very important","$100,000 to $ 124,999","unemployement","born outside canada","Alberta"
"3019",63,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Alberta"
"3021",59,"Female",1,"University","Yes","Very important","$75,000 to $99,999","employement","born in Canada","Saskatchewan"
"3023",59,"Female",0,"College","Yes","Not important at all","$125,000 and more","unemployement","born in Canada","Manitoba"
"3029",55,"Female",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3030",31,"Male",1,"Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"3031",47,"Female",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3033",77,"Male",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Alberta"
"3037",42,"Male",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Manitoba"
"3041",26,"Male",1,"College","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Manitoba"
"3042",37,"Female",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3044",49,"Female",0,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"3045",27,"Female",1,"Above bachelor","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","British Columbia"
"3046",79,"Male",0,"University","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Saskatchewan"
"3047",47,"Female",0,"Bachelor degree","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3051",42,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3058",33,"Male",1,"College","Yes","Somewhat important","$75,000 to $99,999","employement","born outside canada","Manitoba"
"3060",21,"Male",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Alberta"
"3062",61,"Female",0,"High school","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Quebec"
"3080",28,"Male",0,"High school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Quebec"
"3083",65,"Male",1,"Above bachelor","Yes","Not important at all","$100,000 to $ 124,999","unemployement","born in Canada","British Columbia"
"3084",32,"Female",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born in Canada","Alberta"
"3086",47,"Female",0,"Bachelor degree","Yes","Not very important","$50,000 to $74,999","employement","born outside canada","Alberta"
"3093",22,"Female",0,"High school","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Quebec"
"3095",80,"Male",1,"Less than high school","Yes","Somewhat important","Less than $25,000","unemployement","born outside canada","Nova Scotia"
"3097",33,"Female",0,"Trade diploma","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Ontario"
"3098",48,"Male",0,"High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Quebec"
"3104",50,"Female",0,"High school","Yes","Very important","$75,000 to $99,999","employement","born in Canada","Quebec"
"3106",42,"Male",0,"College","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"3114",54,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3115",61,"Male",1,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","British Columbia"
"3116",61,"Female",0,"High school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Quebec"
"3120",35,"Female",0,"High school","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Quebec"
"3123",47,"Male",0,"High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec"
"3125",18,"Female",0,"University","Yes","Very important","Less than $25,000","unemployement","born in Canada","Saskatchewan"
"3128",55,"Male",0,"Bachelor degree","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"3131",53,"Male",1,"University","Yes","Not important at all","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"3136",65,"Female",0,"College","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3137",59,"Female",0,"Trade diploma","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Ontario"
"3141",44,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3142",30,"Male",0,"Less than high school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","New Brunswick"
"3148",65,"Female",0,"College","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"3149",42,"Male",0,"College","Yes","Very important","$125,000 and more","employement","born outside canada","Manitoba"
"3150",67,"Female",0,"Bachelor degree","Yes","Not very important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3151",42,"Male",0,"College","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"3152",33,"Male",0,"Bachelor degree","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Alberta"
"3154",31,"Male",1,"College","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Manitoba"
"3157",39,"Female",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"3159",67,"Male",0,"College","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"3161",43,"Male",1,"Above bachelor","Yes","Very important","$75,000 to $99,999","employement","born outside canada","British Columbia"
"3163",62,"Female",0,"Above bachelor","Yes","Not very important","$125,000 and more","employement","born in Canada","British Columbia"
"3171",53,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3172",43,"Female",0,"University","Yes","Not very important","$25,000 to $49,999","employement","born in Canada","Saskatchewan"
"3173",59,"Female",1,"University","Yes","Not very important","$125,000 and more","employement","born in Canada","Saskatchewan"
"3174",32,"Female",1,"Trade diploma","Yes","Not very important","$100,000 to $ 124,999","unemployement","born in Canada","Ontario"
"3175",77,"Male",1,"High school","Yes","Somewhat important","Less than $25,000","unemployement","born outside canada","Quebec"
"3177",46,"Male",1,"High school","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Quebec"
"3181",37,"Female",1,"College","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Manitoba"
"3185",56,"Male",0,"College","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3188",56,"Male",1,"Trade diploma","Yes","Not very important","Less than $25,000","unemployement","born outside canada","Ontario"
"3192",49,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta"
"3193",34,"Female",1,"Bachelor degree","Yes","Not important at all","$75,000 to $99,999","employement","born in Canada","Alberta"
"3194",45,"Male",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3198",47,"Female",0,"Trade diploma","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Ontario"
"3199",38,"Male",0,"College","Yes","Not important at all","$125,000 and more","employement","born in Canada","Manitoba"
"3200",44,"Female",0,"Above bachelor","Yes","Somewhat important","$75,000 to $99,999","employement","born outside canada","British Columbia"
"3202",55,"Female",0,"College","Yes","Very important","Less than $25,000","employement","born in Canada","Manitoba"
"3205",50,"Female",1,"High school","Yes","Very important","$125,000 and more","employement","born in Canada","Quebec"
"3212",20,"Female",0,"Trade diploma","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Ontario"
"3225",28,"Female",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Alberta"
"3227",47,"Male",0,"High school","Yes","Not important at all","$125,000 and more","employement","born in Canada","Quebec"
"3228",30,"Female",1,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born outside canada","Alberta"
"3232",55,"Male",0,"Above bachelor","Yes","Somewhat important","Less than $25,000","employement","born in Canada","British Columbia"
"3234",36,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3235",55,"Female",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3237",36,"Male",0,"College","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"3246",49,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3252",65,"Male",0,"Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia"
"3254",41,"Male",1,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"3256",72,"Female",1,"Above bachelor","Yes","Not very important","$125,000 and more","unemployement","born in Canada","British Columbia"
"3257",43,"Male",0,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born outside canada","British Columbia"
"3258",28,"Male",1,"Above bachelor","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","British Columbia"
"3259",57,"Male",0,"College","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3262",45,"Male",0,"High school","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","Quebec"
"3266",34,"Male",0,"High school","Yes","Not important at all","$125,000 and more","employement","born in Canada","Quebec"
"3267",43,"Male",1,"Less than high school","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Prince Edward Island"
"3268",51,"Male",0,"Less than high school","Yes","Not very important","$25,000 to $49,999","employement","born in Canada","Nova Scotia"
"3271",67,"Male",0,"High school","Yes","Not important at all","$75,000 to $99,999","unemployement","born in Canada","Quebec"
"3276",50,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3277",48,"Male",1,"College","Yes","Somewhat important","$25,000 to $49,999","employement","born outside canada","Manitoba"
"3279",27,"Female",0,"University","Yes","Very important","Less than $25,000","unemployement","born in Canada","Saskatchewan"
"3284",22,"Female",0,"University","Yes","Very important","$125,000 and more","employement","born in Canada","Saskatchewan"
"3285",59,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3287",28,"Male",0,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"3293",61,"Male",1,"College","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"3294",44,"Female",0,"Bachelor degree","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
